asv_in_model	pbcorr	pval
CortezRV_2021__Zotu540	0.122787714	0.022155487
AlipourM_2016__Zotu355	-0.122742632	0.022204858
CortezRV_2021__Zotu385	-0.122731311	0.02221727
HurychJ_2023__Uniq95252	0.122646427	0.02231053
KUMC_our_set__Zotu1003	0.122646265	0.022310709
HurychJ_2023__Uniq60879	-0.122580642	0.02238304
HurychJ_2023__Uniq43218	-0.122535363	0.022433067
HurychJ_2023__Uniq149894	-0.122389971	0.022594357
AlipourM_2016__Zotu1493	-0.122251441	0.022748968
HurychJ_2023__Uniq82867	-0.122251441	0.022748968
HurychJ_2023__Uniq95465	-0.122251441	0.022748968
IjazUZ_2017__Zotu1578	-0.122251441	0.022748968
CortezRV_2021__Zotu1113	0.122124888	0.02289101
CortezRV_2021__Zotu1479	-0.122101813	0.022916992
AlipourM_2016__Zotu125	-0.12205306	0.022971971
HurychJ_2023__Uniq119134	-0.12205306	0.022971971
HurychJ_2023__Uniq85198	-0.121924209	0.023117825
AlipourM_2016__Zotu1331	-0.121850065	0.023202115
SchirmerM_2018__Zotu3499	-0.121826421	0.02322905
CortezRV_2021__Zotu134	0.121815596	0.023241391
KUMC_our_set__Zotu996	0.121797347	0.023262208
SchirmerM_2018__Zotu3514	-0.121707154	0.023365331
HurychJ_2023__Uniq82070	0.121603476	0.023484361
NusbaumDJ_2018__Zotu1911	0.1215294	0.023569727
HurychJ_2023__Uniq115534	0.121428501	0.023686434
HurychJ_2023__Uniq148011	-0.121425933	0.023689411
HurychJ_2023__Uniq123010	-0.121403291	0.023715671
NusbaumDJ_2018__Zotu1883	0.121364594	0.023760611
KUMC_our_set__Zotu1045	0.121344568	0.023783897
KUMC_our_set__Zotu238	0.121322499	0.023809581
SchirmerM_2018__Zotu3796	-0.121177072	0.023979429
NusbaumDJ_2018__Zotu382	-0.121127026	0.02403812
NusbaumDJ_2018__Zotu1040	0.121097526	0.024072775
CortezRV_2021__Zotu1074	-0.121095435	0.024075233
KUMC_our_set__Zotu126	-0.121047736	0.024131362
SchirmerM_2018__Zotu3783	-0.120904829	0.024300203
KUMC_our_set__Zotu512	0.120888511	0.024319547
HurychJ_2023__Uniq124709	0.120866496	0.024345666
AlipourM_2016__Zotu1590	-0.120865849	0.024346434
IjazUZ_2017__Zotu1442	-0.120826586	0.024393077
CortezRV_2021__Zotu535	-0.120796687	0.024428646
HurychJ_2023__Uniq111201	0.120538463	0.024737719
HurychJ_2023__Uniq48602	0.120518384	0.024761892
KUMC_our_set__Zotu260	-0.120452656	0.024841167
KUMC_our_set__Zotu905	-0.12038161	0.024927101
HurychJ_2023__Uniq149103	0.120352649	0.024962204
HurychJ_2023__Uniq19183	0.120315331	0.025007499
SchirmerM_2018__Zotu3227	-0.120300481	0.025025543
NusbaumDJ_2018__Zotu1287	-0.120248613	0.025088657
SchirmerM_2018__Zotu3108	-0.120244543	0.025093614
KUMC_our_set__Zotu1425	0.120178682	0.025173965
IjazUZ_2017__Zotu1071	-0.120162781	0.025193399
NusbaumDJ_2018__Zotu1160	-0.120162781	0.025193399
AlipourM_2016__Zotu310	0.120085484	0.025288046
AlipourM_2016__Zotu1370	-0.120061847	0.02531705
NusbaumDJ_2018__Zotu1478	-0.119996234	0.025397712
IjazUZ_2017__Zotu952	-0.119850819	0.025577269
HurychJ_2023__Uniq74559	-0.119849446	0.02557897
AlipourM_2016__Zotu1555	-0.119814582	0.025622184
KUMC_our_set__Zotu391	0.119806732	0.025631922
SchirmerM_2018__Zotu1612	-0.119671167	0.025800609
SchirmerM_2018__Zotu461	-0.119592055	0.025899491
SchirmerM_2018__Zotu3441	-0.119403102	0.026136984
NusbaumDJ_2018__Zotu1909	0.119385508	0.026159193
SchirmerM_2018__Zotu2177	-0.119361797	0.02618915
HurychJ_2023__Uniq126358	-0.119308189	0.026256985
SchirmerM_2018__Zotu3886	-0.119285032	0.026286335
HurychJ_2023__Uniq114063	-0.119262494	0.026314927
HurychJ_2023__Uniq133877	0.11926156	0.026316114
IjazUZ_2017__Zotu889	-0.119123223	0.026492205
IjazUZ_2017__Zotu921	-0.119088376	0.026536722
SchirmerM_2018__Zotu3900	0.118980718	0.026674661
AlipourM_2016__Zotu696	-0.118961002	0.02669999
KUMC_our_set__Zotu834	-0.118940553	0.026726281
HurychJ_2023__Uniq121204	-0.118883385	0.026799902
SchirmerM_2018__Zotu4032	-0.118831629	0.026866703
HurychJ_2023__Uniq133260	-0.118814326	0.026889068
SchirmerM_2018__Zotu3305	-0.118738141	0.02698773
SchirmerM_2018__Zotu3217	-0.118698836	0.027038753
HurychJ_2023__Uniq103319	-0.118577461	0.027196838
AlipourM_2016__Zotu1548	-0.118532886	0.027255093
HurychJ_2023__Uniq74988	0.118529728	0.027259225
HurychJ_2023__Uniq104172	-0.118442486	0.027373568
HurychJ_2023__Uniq37518	0.118441188	0.027375272
HurychJ_2023__Uniq71653	-0.11834453	0.027502444
HurychJ_2023__Uniq57741	-0.118202985	0.027689587
AlipourM_2016__Zotu1209	-0.118171887	0.027730849
AlipourM_2016__Zotu1258	-0.118170068	0.027733264
HurychJ_2023__Uniq132112	-0.118122301	0.027796753
SchirmerM_2018__Zotu2947	-0.118108931	0.027814544
NusbaumDJ_2018__Zotu1612	0.118006506	0.027951174
NusbaumDJ_2018__Zotu1789	-0.117925495	0.028059645
SchirmerM_2018__Zotu2393	-0.117887936	0.028110058
KUMC_our_set__Zotu546	-0.117874144	0.02812859
CortezRV_2021__Zotu644	-0.117767113	0.028272759
IjazUZ_2017__Zotu1703	-0.117672778	0.028400351
NusbaumDJ_2018__Zotu1493	-0.117654997	0.028424456
CortezRV_2021__Zotu1428	0.11764702	0.028435277
SchirmerM_2018__Zotu1904	-0.117496984	0.02863944
HurychJ_2023__Uniq137346	-0.117426732	0.028735467
IjazUZ_2017__Zotu181	-0.11735746	0.028830425
HurychJ_2023__Uniq39950	-0.117287089	0.028927165
AlipourM_2016__Zotu742	-0.117277936	0.028939769
AlipourM_2016__Zotu1407	-0.117181153	0.029073322
CortezRV_2021__Zotu915	-0.117088697	0.029201397
IjazUZ_2017__Zotu1092	-0.117057941	0.029244108
HurychJ_2023__Uniq115842	-0.116883651	0.029487163
KUMC_our_set__Zotu543	-0.116870593	0.029505443
NusbaumDJ_2018__Zotu1017	-0.116855889	0.029526038
CortezRV_2021__Zotu436	-0.116731529	0.029700716
NusbaumDJ_2018__Zotu1100	-0.116721294	0.029715131
AlipourM_2016__Zotu1657	0.116661191	0.029799905
KUMC_our_set__Zotu837	0.116609686	0.029872715
CortezRV_2021__Zotu570	-0.116604066	0.029880669
NusbaumDJ_2018__Zotu1786	0.116599022	0.02988781
KUMC_our_set__Zotu684	0.116522979	0.029995634
SchirmerM_2018__Zotu3005	-0.116414169	0.030150499
HurychJ_2023__Uniq149589	0.116406216	0.030161844
SchirmerM_2018__Zotu1515	-0.116393062	0.030180618
AlipourM_2016__Zotu1597	-0.116381646	0.03019692
KUMC_our_set__Zotu899	0.116270473	0.030356063
KUMC_our_set__Zotu310	0.116144688	0.030536987
HurychJ_2023__Uniq40418	-0.116077153	0.030634508
SchirmerM_2018__Zotu3195	-0.115977484	0.030778914
HurychJ_2023__Uniq30881	-0.115869669	0.03093578
NusbaumDJ_2018__Zotu1236	-0.115824088	0.031002302
HurychJ_2023__Uniq114922	-0.115812865	0.031018701
HurychJ_2023__Uniq144727	-0.115797643	0.031040953
IjazUZ_2017__Zotu1617	-0.115795297	0.031044385
SchirmerM_2018__Zotu666	-0.115768366	0.031083791
AlipourM_2016__Zotu38	-0.115757062	0.031100346
HurychJ_2023__Uniq111409	-0.115718274	0.031157204
HurychJ_2023__Uniq105239	0.115693661	0.03119333
NusbaumDJ_2018__Zotu1649	-0.115566299	0.031380837
HurychJ_2023__Uniq137725	-0.115509967	0.031464078
HurychJ_2023__Uniq60134	0.115495466	0.031485536
SchirmerM_2018__Zotu2369	-0.115391863	0.031639211
KUMC_our_set__Zotu145	-0.115364328	0.03168016
HurychJ_2023__Uniq44621	0.115327638	0.031734796
AlipourM_2016__Zotu1579	-0.115273355	0.031815778
HurychJ_2023__Uniq28704	0.115265446	0.031827591
NusbaumDJ_2018__Zotu588	0.115224754	0.031888432
AlipourM_2016__Zotu1711	0.115218669	0.031897539
KUMC_our_set__Zotu1016	0.115189836	0.031940719
HurychJ_2023__Uniq45314	-0.115162214	0.031982133
HurychJ_2023__Uniq123930	0.115142806	0.032011259
KUMC_our_set__Zotu1035	-0.11512228	0.032042087
AlipourM_2016__Zotu641	-0.115048563	0.032153011
HurychJ_2023__Uniq115879	0.114880333	0.032407382
HurychJ_2023__Uniq69255	0.114862915	0.032433816
HurychJ_2023__Uniq136119	-0.114801457	0.032527235
IjazUZ_2017__Zotu480	-0.114792163	0.032541383
HurychJ_2023__Uniq114623	0.114775802	0.0325663
AlipourM_2016__Zotu382	-0.114704912	0.032674451
SchirmerM_2018__Zotu2864	0.114692121	0.032693998
HurychJ_2023__Uniq85303	-0.114679529	0.032713252
HurychJ_2023__Uniq9011	-0.114635677	0.032780374
IjazUZ_2017__Zotu658	-0.114499885	0.032988972
HurychJ_2023__Uniq142404	0.114464337	0.033043766
HurychJ_2023__Uniq33758	-0.114330332	0.033251019
SchirmerM_2018__Zotu3749	-0.1142783	0.03333179
NusbaumDJ_2018__Zotu685	-0.114201235	0.033451727
KUMC_our_set__Zotu822	-0.114180025	0.033484802
KUMC_our_set__Zotu298	-0.114058063	0.033675525
CortezRV_2021__Zotu250	-0.114056214	0.033678423
AlipourM_2016__Zotu813	-0.114026273	0.033725389
IjazUZ_2017__Zotu1186	-0.114024159	0.033728708
CortezRV_2021__Zotu560	-0.113909531	0.033909046
CortezRV_2021__Zotu886	-0.113897338	0.033928278
AlipourM_2016__Zotu168	-0.113870206	0.033971104
CortezRV_2021__Zotu1414	-0.113821365	0.034048313
HurychJ_2023__Uniq95196	0.113757835	0.034148964
HurychJ_2023__Uniq23302	0.113756068	0.034151768
CortezRV_2021__Zotu396	-0.113730635	0.034192135
SchirmerM_2018__Zotu3432	-0.113623635	0.034362414
HurychJ_2023__Uniq149591	0.113494021	0.034569645
SchirmerM_2018__Zotu2595	-0.113395265	0.034728253
SchirmerM_2018__Zotu2680	-0.113352154	0.034797685
HurychJ_2023__Uniq75643	-0.113284777	0.034906435
KUMC_our_set__Zotu113	0.11327438	0.034923242
CortezRV_2021__Zotu984	0.113218867	0.035013097
IjazUZ_2017__Zotu1553	-0.113148298	0.035127605
SchirmerM_2018__Zotu2154	-0.113131524	0.035154871
NusbaumDJ_2018__Zotu1980	-0.113092234	0.035218804
KUMC_our_set__Zotu342	0.113050957	0.035286079
KUMC_our_set__Zotu481	0.112972045	0.035414993
SchirmerM_2018__Zotu3250	-0.112960103	0.035434537
SchirmerM_2018__Zotu2769	-0.112944796	0.035459601
SchirmerM_2018__Zotu806	-0.112943251	0.035462133
HurychJ_2023__Uniq115607	-0.112883791	0.035559644
SchirmerM_2018__Zotu3703	-0.112847505	0.035619263
HurychJ_2023__Uniq61383	0.112798421	0.035700045
HurychJ_2023__Uniq90737	0.112796415	0.03570335
HurychJ_2023__Uniq146959	0.112783875	0.035724013
KUMC_our_set__Zotu1392	0.112731466	0.035810489
NusbaumDJ_2018__Zotu1996	-0.112704927	0.035854346
AlipourM_2016__Zotu471	-0.112681726	0.035892723
SchirmerM_2018__Zotu2063	-0.11266003	0.035928643
NusbaumDJ_2018__Zotu1926	-0.11265799	0.035932023
NusbaumDJ_2018__Zotu1859	-0.112640073	0.035961713
KUMC_our_set__Zotu498	0.112590257	0.036044368
KUMC_our_set__Zotu651	0.112513047	0.036172795
HurychJ_2023__Uniq144815	-0.112494155	0.03620428
AlipourM_2016__Zotu1796	0.112460465	0.03626048
HurychJ_2023__Uniq17048	0.112427606	0.036315367
KUMC_our_set__Zotu832	-0.112342582	0.036457716
NusbaumDJ_2018__Zotu1602	0.112292499	0.036541788
HurychJ_2023__Uniq7638	-0.112292124	0.036542417
HurychJ_2023__Uniq96318	-0.11215974	0.036765437
SchirmerM_2018__Zotu3785	-0.112112682	0.036844991
CortezRV_2021__Zotu1289	0.111872912	0.037252604
HurychJ_2023__Uniq82468	-0.111820093	0.037342908
SchirmerM_2018__Zotu2214	0.11180031	0.03737678
HurychJ_2023__Uniq40582	0.111645975	0.037641913
HurychJ_2023__Uniq118600	-0.111538487	0.037827509
AlipourM_2016__Zotu1410	0.111400478	0.038066939
SchirmerM_2018__Zotu4058	-0.111380244	0.038102151
NusbaumDJ_2018__Zotu837	-0.111374038	0.038112956
NusbaumDJ_2018__Zotu1487	-0.111361462	0.038134859
HurychJ_2023__Uniq35689	0.111277737	0.038280957
KUMC_our_set__Zotu508	0.111262617	0.038307393
NusbaumDJ_2018__Zotu434	0.111250874	0.038327933
AlipourM_2016__Zotu1538	-0.111220511	0.038381089
HurychJ_2023__Uniq99850	0.111067668	0.03864961
SchirmerM_2018__Zotu3667	-0.111055827	0.03867048
CortezRV_2021__Zotu1530	0.111055241	0.038671512
SchirmerM_2018__Zotu2002	-0.11103041	0.038715307
KUMC_our_set__Zotu321	0.111002278	0.038764975
NusbaumDJ_2018__Zotu1382	0.110987834	0.038790497
KUMC_our_set__Zotu1057	0.110783377	0.039153296
HurychJ_2023__Uniq134866	-0.110763071	0.039189484
SchirmerM_2018__Zotu2900	-0.11074131	0.039228297
KUMC_our_set__Zotu34	0.110734201	0.039240983
IjazUZ_2017__Zotu1084	-0.110682104	0.03933406
AlipourM_2016__Zotu1124	-0.110678356	0.039340763
KUMC_our_set__Zotu303	0.110605303	0.039471612
HurychJ_2023__Uniq18358	0.110553448	0.039564716
HurychJ_2023__Uniq148431	-0.110549883	0.039571124
SchirmerM_2018__Zotu2534	-0.110526854	0.039612537
AlipourM_2016__Zotu266	-0.110519736	0.039625344
AlipourM_2016__Zotu200	0.110423753	0.039798391
CortezRV_2021__Zotu406	-0.110357032	0.039919058
HurychJ_2023__Uniq44971	-0.11026694	0.040082483
HurychJ_2023__Uniq57574	-0.110260604	0.040093996
HurychJ_2023__Uniq119827	0.110212816	0.040180932
HurychJ_2023__Uniq89345	-0.110212019	0.040182384
SchirmerM_2018__Zotu4022	-0.110045688	0.040486225
HurychJ_2023__Uniq146085	0.10996486	0.040634575
AlipourM_2016__Zotu1599	-0.109911767	0.040732269
HurychJ_2023__Uniq39334	0.109710597	0.041104238
HurychJ_2023__Uniq89271	0.109687608	0.041146926
SchirmerM_2018__Zotu4107	0.109673147	0.041173799
IjazUZ_2017__Zotu1456	0.109661172	0.041196063
SchirmerM_2018__Zotu2312	-0.109484273	0.041526135
SchirmerM_2018__Zotu2688	-0.109441746	0.041605818
KUMC_our_set__Zotu534	0.109343446	0.041790495
KUMC_our_set__Zotu835	0.109278962	0.041912016
HurychJ_2023__Uniq143567	-0.10924944	0.041967751
SchirmerM_2018__Zotu3235	-0.109222016	0.042019579
HurychJ_2023__Uniq76242	0.109166936	0.042123839
NusbaumDJ_2018__Zotu1918	-0.109117587	0.042217436
HurychJ_2023__Uniq38064	-0.109071343	0.042305302
KUMC_our_set__Zotu503	0.109044484	0.042356406
SchirmerM_2018__Zotu1809	-0.108900998	0.042630298
HurychJ_2023__Uniq68873	0.108899429	0.042633302
KUMC_our_set__Zotu876	0.108887849	0.042655472
HurychJ_2023__Uniq127602	0.108883271	0.04266424
IjazUZ_2017__Zotu1446	-0.108878948	0.042672521
HurychJ_2023__Uniq147131	-0.108779544	0.0428633
AlipourM_2016__Zotu161	0.108679737	0.043055573
KUMC_our_set__Zotu1284	0.108605497	0.043199063
CortezRV_2021__Zotu253	-0.108595814	0.043217807
HurychJ_2023__Uniq136287	0.108482035	0.043438579
CortezRV_2021__Zotu713	-0.108428158	0.04354345
NusbaumDJ_2018__Zotu303	-0.108405065	0.043588466
HurychJ_2023__Uniq132488	0.108314085	0.043766196
HurychJ_2023__Uniq79852	-0.108194011	0.044001693
IjazUZ_2017__Zotu316	-0.108182608	0.044024112
CortezRV_2021__Zotu146	0.108097511	0.044191725
CortezRV_2021__Zotu1565	-0.108004556	0.044375429
NusbaumDJ_2018__Zotu1792	0.107960155	0.044463404
SchirmerM_2018__Zotu2855	-0.107933884	0.044515525
HurychJ_2023__Uniq82796	-0.107928855	0.044525508
HurychJ_2023__Uniq98227	-0.107899312	0.044584193
AlipourM_2016__Zotu911	-0.107873127	0.044636263
AlipourM_2016__Zotu655	-0.10779045	0.044801002
KUMC_our_set__Zotu1246	0.107672748	0.045036412
HurychJ_2023__Uniq39071	-0.107630728	0.045120704
NusbaumDJ_2018__Zotu2000	0.107620611	0.04514102
AlipourM_2016__Zotu1598	-0.107604268	0.045173851
SchirmerM_2018__Zotu2916	-0.10760239	0.045177627
CortezRV_2021__Zotu890	-0.107564897	0.045253029
HurychJ_2023__Uniq99339	0.107474765	0.04543473
CortezRV_2021__Zotu589	-0.107415917	0.045553693
AlipourM_2016__Zotu1261	-0.107414545	0.045556468
SchirmerM_2018__Zotu2196	-0.107340877	0.045705767
HurychJ_2023__Uniq3794	-0.107290903	0.045807279
HurychJ_2023__Uniq66245	0.107278114	0.045833288
KUMC_our_set__Zotu1093	-0.107240754	0.045909339
CortezRV_2021__Zotu1157	0.107179253	0.046034759
HurychJ_2023__Uniq73963	-0.107144489	0.046105781
HurychJ_2023__Uniq123823	0.107118198	0.046159553
HurychJ_2023__Uniq149602	0.107093863	0.046209374
AlipourM_2016__Zotu112	0.107072283	0.046253591
KUMC_our_set__Zotu1430	0.107053911	0.046291262
HurychJ_2023__Uniq91794	0.10702514	0.046350308
HurychJ_2023__Uniq1771	-0.106972201	0.04645912
SchirmerM_2018__Zotu1233	-0.106958115	0.046488108
SchirmerM_2018__Zotu2486	-0.106947091	0.046510806
AlipourM_2016__Zotu934	-0.106935762	0.046534141
SchirmerM_2018__Zotu641	-0.106897157	0.046613734
HurychJ_2023__Uniq130583	0.106846833	0.046717658
SchirmerM_2018__Zotu1935	-0.106840567	0.04673061
SchirmerM_2018__Zotu2775	-0.106826635	0.046759423
IjazUZ_2017__Zotu785	-0.106805225	0.046803728
AlipourM_2016__Zotu1695	0.106774294	0.046867798
HurychJ_2023__Uniq143013	0.106731015	0.04695757
AlipourM_2016__Zotu210	0.106699289	0.047023469
KUMC_our_set__Zotu381	0.106673367	0.047077369
CortezRV_2021__Zotu171	-0.106606983	0.047215642
CortezRV_2021__Zotu1380	-0.1065691	0.047294699
CortezRV_2021__Zotu854	-0.10655754	0.047318847
SchirmerM_2018__Zotu2973	-0.106471273	0.047499371
NusbaumDJ_2018__Zotu1367	0.106409866	0.047628222
SchirmerM_2018__Zotu3344	-0.10633549	0.04778468
CortezRV_2021__Zotu798	-0.106299649	0.047860227
KUMC_our_set__Zotu873	-0.106252669	0.047959406
KUMC_our_set__Zotu1103	-0.106239164	0.047987948
NusbaumDJ_2018__Zotu678	-0.10622722	0.048013204
SchirmerM_2018__Zotu2937	-0.106173301	0.048127351
HurychJ_2023__Uniq61795	0.106126984	0.048225585
IjazUZ_2017__Zotu643	-0.106055493	0.048377541
SchirmerM_2018__Zotu2817	-0.106039369	0.048411867
AlipourM_2016__Zotu131	-0.106034117	0.048423054
AlipourM_2016__Zotu924	0.106000211	0.048495319
SchirmerM_2018__Zotu3543	-0.105948971	0.048604698
NusbaumDJ_2018__Zotu1030	-0.105917706	0.04867154
AlipourM_2016__Zotu921	0.105859586	0.048795998
NusbaumDJ_2018__Zotu1844	-0.105820321	0.048880232
SchirmerM_2018__Zotu3238	0.10580903	0.048904478
HurychJ_2023__Uniq101489	-0.10576386	0.049001569
AlipourM_2016__Zotu1754	-0.10569881	0.049141674
SchirmerM_2018__Zotu2831	-0.105669276	0.049205395
HurychJ_2023__Uniq4714	-0.105639661	0.04926936
KUMC_our_set__Zotu634	0.105593165	0.049369926
HurychJ_2023__Uniq109553	-0.105488343	0.049597276
AlipourM_2016__Zotu1772	0.105396826	0.049796483
SchirmerM_2018__Zotu2273	-0.105344484	0.049910716
